月份,门店ID,门店名称,业态分类,楼层,经营场景,租赁面积(sqm),月销售额,销售环比(%),租售比(%),欠费总额(元),欠费天数,水电费波动(%),近90天投诉数,进店率(%),成交转化率(%),保证金覆盖率(%),销售同比(%)
2026-01,SHOP_064,启星编程,儿童配套,F3,转化恶化,251,147386,-26.7,23.9,1716,10,-1.5,4,17.0,8.3,139.2,0.0
2026-02,SHOP_064,启星编程,儿童配套,F3,转化恶化,251,146372,-0.7,24.1,0,2,-2.7,3,17.0,8.3,140.0,0.0
2026-03,SHOP_064,启星编程,儿童配套,F3,转化恶化,251,157197,7.4,22.4,0,0,-8.5,4,17.2,8.4,140.0,0.0
2026-04,SHOP_064,启星编程,儿童配套,F3,转化恶化,251,156517,-0.4,22.5,0,0,-8.0,5,17.1,8.4,140.0,0.0
2026-05,SHOP_064,启星编程,儿童配套,F3,转化恶化,251,158633,1.4,22.2,547,7,-0.5,5,17.2,8.4,139.7,0.0
2026-06,SHOP_064,启星编程,儿童配套,F3,转化恶化,251,152483,-3.9,23.1,730,12,-1.0,4,17.1,8.4,139.7,0.0
2026-07,SHOP_064,启星编程,儿童配套,F3,转化恶化,251,177394,16.3,19.8,0,0,5.4,5,17.5,8.5,140.0,0.0
2025-08,SHOP_065,咕噜儿童摄影,儿童配套,F3,健康,203,378363,0.0,14.4,1727,9,-0.2,2,12.6,22.7,79.4,0.0
2025-09,SHOP_065,咕噜儿童摄影,儿童配套,F3,健康,203,396945,4.9,13.7,0,0,-4.3,2,12.7,22.8,80.3,0.0
2025-10,SHOP_065,咕噜儿童摄影,儿童配套,F3,健康,203,435266,9.7,12.5,2323,6,-0.3,2,12.9,23.2,79.1,0.0
2025-11,SHOP_065,咕噜儿童摄影,儿童配套,F3,健康,203,451248,3.7,12.1,0,0,2.7,2,13.0,23.3,80.3,0.0
2025-12,SHOP_065,咕噜儿童摄影,儿童配套,F3,健康,203,470011,4.2,11.6,0,0,4.9,1,13.1,23.4,80.3,0.0
2026-01,SHOP_065,咕噜儿童摄影,儿童配套,F3,健康,203,381241,-18.9,14.3,1110,5,0.7,3,12.6,22.7,79.7,0.0
2026-02,SHOP_065,咕噜儿童摄影,儿童配套,F3,健康,203,365295,-4.2,14.9,0,0,-6.3,1,12.5,22.6,80.3,0.0
2026-03,SHOP_065,咕噜儿童摄影,儿童配套,F3,健康,203,393774,7.8,13.8,0,0,4.5,2,12.7,22.8,80.3,0.0
2026-04,SHOP_065,咕噜儿童摄影,儿童配套,F3,健康,203,413663,5.1,13.2,268,8,0.1,3,12.8,23.0,80.1,0.0
2026-05,SHOP_065,咕噜儿童摄影,儿童配套,F3,健康,203,426183,3.0,12.8,0,0,-0.6,3,12.9,23.1,80.3,0.0
2026-06,SHOP_065,咕噜儿童摄影,儿童配套,F3,健康,203,422755,-0.8,12.9,0,0,2.5,3,12.9,23.0,80.3,0.0
2026-07,SHOP_065,咕噜儿童摄影,儿童配套,F3,健康,203,394706,-6.6,13.8,0,0,3.2,3,12.7,22.8,80.3,0.0
2025-08,SHOP_066,小小运动家,儿童配套,F4,欠费承压,166,189992,0.0,39.4,2311,10,0.1,2,11.3,17.6,88.4,0.0
2025-09,SHOP_066,小小运动家,儿童配套,F4,欠费承压,166,194211,2.2,38.5,5687,15,-3.6,2,11.4,17.6,86.7,0.0
2025-10,SHOP_066,小小运动家,儿童配套,F4,欠费承压,166,202836,4.4,36.9,6273,22,-4.4,2,11.5,17.8,86.4,0.0
2025-11,SHOP_066,小小运动家,儿童配套,F4,欠费承压,166,214242,5.6,34.9,9556,32,0.3,2,11.6,17.9,84.8,0.0
2025-12,SHOP_066,小小运动家,儿童配套,F4,欠费承压,166,215970,0.8,34.7,17455,41,-8.1,2,11.6,17.9,80.8,0.0
2026-01,SHOP_066,小小运动家,儿童配套,F4,欠费承压,166,162472,-24.8,46.1,19771,48,-6.8,1,11.0,17.3,79.7,0.0
2026-02,SHOP_066,小小运动家,儿童配套,F4,欠费承压,166,156757,-3.5,47.7,24381,57,-8.4,3,11.0,17.2,77.4,0.0
2026-03,SHOP_066,小小运动家,儿童配套,F4,欠费承压,166,171277,9.3,43.7,27621,67,-12.8,2,11.1,17.4,75.8,0.0
2026-04,SHOP_066,小小运动家,儿童配套,F4,欠费承压,166,173838,1.5,43.1,33302,75,-11.7,2,11.2,17.4,72.9,0.0
2026-05,SHOP_066,小小运动家,儿童配套,F4,欠费承压,166,181930,4.7,41.1,37277,84,-13.8,4,11.2,17.5,70.9,0.0
2026-06,SHOP_066,小小运动家,儿童配套,F4,欠费承压,166,163935,-9.9,45.7,40620,91,-11.3,3,11.1,17.3,69.3,0.0
2026-07,SHOP_066,小小运动家,儿童配套,F4,欠费承压,166,202119,23.3,37.0,58068,21,-16.4,3,11.5,17.7,60.5,0.0
2025-08,SHOP_067,贝塔积木工坊,儿童配套,F4,健康,172,348687,0.0,18.4,1079,10,-0.4,0,13.5,24.7,89.7,0.0
2025-09,SHOP_067,贝塔积木工坊,儿童配套,F4,健康,172,364181,4.4,17.6,2284,17,-2.0,0,13.6,24.9,89.1,0.0
2025-10,SHOP_067,贝塔积木工坊,儿童配套,F4,健康,172,394506,8.3,16.3,0,3,0.4,1,13.8,25.2,90.2,0.0
2025-11,SHOP_067,贝塔积木工坊,儿童配套,F4,健康,172,398373,1.0,16.1,0,0,1.7,0,13.8,25.2,90.2,0.0
2025-12,SHOP_067,贝塔积木工坊,儿童配套,F4,健康,172,429878,7.9,14.9,0,0,-2.2,0,14.0,25.5,90.2,0.0
2026-01,SHOP_067,贝塔积木工坊,儿童配套,F4,健康,172,335229,-22.0,19.1,1540,9,0.6,0,13.4,24.6,89.5,0.0
2026-02,SHOP_067,贝塔积木工坊,儿童配套,F4,健康,172,316842,-5.5,20.2,0,0,-6.6,0,13.2,24.4,90.2,0.0
2026-03,SHOP_067,贝塔积木工坊,儿童配套,F4,健康,172,359508,13.5,17.8,0,0,4.2,1,13.5,24.8,90.2,0.0
2026-04,SHOP_067,贝塔积木工坊,儿童配套,F4,健康,172,375867,4.6,17.1,2457,4,-2.0,1,13.6,25.0,89.0,0.0
2026-05,SHOP_067,贝塔积木工坊,儿童配套,F4,健康,172,392932,4.5,16.3,0,0,3.3,2,13.8,25.2,90.2,0.0
2026-06,SHOP_067,贝塔积木工坊,儿童配套,F4,健康,172,374542,-4.7,17.1,0,0,2.2,1,13.6,25.0,90.2,0.0
2026-07,SHOP_067,贝塔积木工坊,儿童配套,F4,健康,172,356216,-4.9,18.0,0,0,3.3,1,13.5,24.8,90.2,0.0
2025-08,SHOP_068,萌芽托育,儿童配套,F4,健康,377,457368,0.0,13.0,1499,5,6.5,1,17.1,30.4,128.5,0.0
2025-09,SHOP_068,萌芽托育,儿童配套,F4,健康,377,472216,3.2,12.6,2440,13,0.3,0,17.2,30.5,128.0,0.0
2025-10,SHOP_068,萌芽托育,儿童配套,F4,健康,377,512039,8.4,11.6,579,18,-3.4,0,17.5,30.9,129.0,0.0
2025-11,SHOP_068,萌芽托育,儿童配套,F4,健康,377,518641,1.3,11.4,790,23,3.7,0,17.5,30.9,128.9,0.0
2025-12,SHOP_068,萌芽托育,儿童配套,F4,健康,377,552735,6.6,10.7,1636,32,2.7,1,17.8,31.3,128.4,0.0
2026-01,SHOP_068,萌芽托育,儿童配套,F4,健康,377,436172,-21.1,13.6,271,36,4.3,1,17.0,30.2,129.1,0.0
2026-02,SHOP_068,萌芽托育,儿童配套,F4,健康,377,412810,-5.4,14.4,2125,40,-0.0,2,16.8,30.0,128.2,0.0
2026-03,SHOP_068,萌芽托育,儿童配套,F4,健康,377,478663,16.0,12.4,1185,49,4.0,1,17.3,30.6,128.7,0.0
2026-04,SHOP_068,萌芽托育,儿童配套,F4,健康,377,486547,1.6,12.2,0,41,-3.5,1,17.3,30.6,129.3,0.0
2026-05,SHOP_068,萌芽托育,儿童配套,F4,健康,377,512180,5.3,11.6,230,45,0.0,1,17.5,30.9,129.1,0.0
2026-06,SHOP_068,萌芽托育,儿童配套,F4,健康,377,496431,-3.1,12.0,121,51,6.8,1,17.4,30.7,129.2,0.0
2026-07,SHOP_068,萌芽托育,儿童配套,F4,健康,377,462098,-6.9,12.8,0,0,-4.5,1,17.1,30.4,129.3,0.0
2025-08,SHOP_069,云朵舞蹈教室,儿童配套,F4,健康,362,417449,0.0,11.1,0,0,4.4,2,18.6,19.0,97.8,0.0
2025-09,SHOP_069,云朵舞蹈教室,儿童配套,F4,健康,362,442578,6.0,10.5,0,0,4.3,1,18.8,19.1,97.8,0.0
2025-10,SHOP_069,云朵舞蹈教室,儿童配套,F4,健康,362,471849,6.6,9.8,1847,8,-2.8,1,19.0,19.3,96.8,0.0
2025-11,SHOP_069,云朵舞蹈教室,儿童配套,F4,健康,362,484585,2.7,9.6,549,16,-0.2,2,19.1,19.4,97.5,0.0
2025-12,SHOP_069,云朵舞蹈教室,儿童配套,F4,健康,362,527009,8.8,8.8,0,0,0.8,1,19.5,19.6,97.8,0.0
2026-01,SHOP_069,云朵舞蹈教室,儿童配套,F4,健康,362,409528,-22.3,11.3,2119,9,-1.6,2,18.5,18.9,96.7,0.0
2026-02,SHOP_069,云朵舞蹈教室,儿童配套,F4,健康,362,402135,-1.8,11.5,0,0,0.8,2,18.5,18.9,97.8,0.0
2026-03,SHOP_069,云朵舞蹈教室,儿童配套,F4,健康,362,433269,7.7,10.7,0,0,-2.1,3,18.7,19.1,97.8,0.0
2026-04,SHOP_069,云朵舞蹈教室,儿童配套,F4,健康,362,459672,6.1,10.1,0,0,-3.7,2,18.9,19.2,97.8,0.0
2026-05,SHOP_069,云朵舞蹈教室,儿童配套,F4,健康,362,483365,5.2,9.6,0,0,2.2,3,19.1,19.4,97.8,0.0
2026-06,SHOP_069,云朵舞蹈教室,儿童配套,F4,健康,362,448446,-7.2,10.3,0,0,-3.5,2,18.9,19.2,97.8,0.0
2026-07,SHOP_069,云朵舞蹈教室,儿童配套,F4,健康,362,434001,-3.2,10.7,0,0,4.7,3,18.7,19.1,97.8,0.0
2025-08,SHOP_070,海豚音乐启蒙,儿童配套,F3,健康,350,339163,0.0,16.5,783,7,1.6,1,22.1,18.9,104.9,0.0
2025-09,SHOP_070,海豚音乐启蒙,儿童配套,F3,健康,350,345682,1.9,16.1,0,0,-3.8,0,22.1,19.0,105.3,0.0
2025-10,SHOP_070,海豚音乐启蒙,儿童配套,F3,健康,350,373268,8.0,15.0,1794,10,-1.9,1,22.5,19.2,104.4,0.0
2025-11,SHOP_070,海豚音乐启蒙,儿童配套,F3,健康,350,386449,3.5,14.4,0,0,-1.6,1,22.6,19.3,105.3,0.0
2025-12,SHOP_070,海豚音乐启蒙,儿童配套,F3,健康,350,418104,8.2,13.4,0,0,1.2,1,23.0,19.6,105.3,0.0
2026-01,SHOP_070,海豚音乐启蒙,儿童配套,F3,健康,350,320518,-23.3,17.4,1645,10,-4.4,0,21.8,18.8,104.4,0.0
2026-02,SHOP_070,海豚音乐启蒙,儿童配套,F3,健康,350,310177,-3.2,18.0,252,15,1.3,0,21.7,18.7,105.1,0.0
2026-03,SHOP_070,海豚音乐启蒙,儿童配套,F3,健康,350,350225,12.9,15.9,291,25,-0.6,1,22.2,19.0,105.1,0.0
2026-04,SHOP_070,海豚音乐启蒙,儿童配套,F3,健康,350,359567,2.7,15.5,1237,33,-3.2,1,22.3,19.1,104.7,0.0
2026-05,SHOP_070,海豚音乐启蒙,儿童配套,F3,健康,350,367669,2.3,15.2,807,42,-4.0,1,22.4,19.2,104.9,0.0
2026-06,SHOP_070,海豚音乐启蒙,儿童配套,F3,健康,350,366004,-0.5,15.3,0,34,3.2,1,22.4,19.2,105.3,0.0
2026-07,SHOP_070,海豚音乐启蒙,儿童配套,F3,健康,350,340036,-7.1,16.4,0,0,0.2,1,22.1,19.0,105.3,0.0
2025-08,SHOP_071,木马王国乐园,儿童配套,F3,健康,400,285937,0.0,16.2,666,4,-0.5,1,18.3,22.9,118.9,0.0
2025-09,SHOP_071,木马王国乐园,儿童配套,F3,健康,400,304665,6.5,15.2,1277,11,0.8,2,18.5,23.1,118.6,0.0
2025-10,SHOP_071,木马王国乐园,儿童配套,F3,健康,400,326310,7.1,14.2,0,0,-0.0,2,18.7,23.4,119.2,0.0
2025-11,SHOP_071,木马王国乐园,儿童配套,F3,健康,400,335715,2.9,13.8,0,0,-4.3,2,18.8,23.5,119.2,0.0
2025-12,SHOP_071,木马王国乐园,儿童配套,F3,健康,400,364015,8.4,12.7,1326,9,0.3,3,19.2,23.8,118.6,0.0
2026-01,SHOP_071,木马王国乐园,儿童配套,F3,健康,400,285543,-21.6,16.2,54,18,2.9,2,18.3,22.9,119.2,0.0
2026-02,SHOP_071,木马王国乐园,儿童配套,F3,健康,400,267573,-6.3,17.3,2236,22,-2.7,1,18.1,22.7,118.1,0.0
2026-03,SHOP_071,木马王国乐园,儿童配套,F3,健康,400,308196,15.2,15.0,0,14,-1.4,2,18.5,23.2,119.2,0.0
2026-04,SHOP_071,木马王国乐园,儿童配套,F3,健康,400,316570,2.7,14.6,1699,18,0.8,2,18.6,23.3,118.4,0.0
2026-05,SHOP_071,木马王国乐园,儿童配套,F3,健康,400,321904,1.7,14.4,0,8,-2.5,2,18.7,23.3,119.2,0.0
2026-06,SHOP_071,木马王国乐园,儿童配套,F3,健康,400,319703,-0.7,14.5,39,17,0.8,3,18.7,23.3,119.2,0.0
2026-07,SHOP_071,木马王国乐园,儿童配套,F3,健康,400,298176,-6.7,15.5,0,0,-4.9,3,18.4,23.1,119.2,0.0
2025-08,SHOP_072,南瓜少儿美术,儿童配套,F4,短期波动,382,540348,0.0,18.7,0,0,-3.4,1,7.8,27.7,146.0,0.0
2025-09,SHOP_072,南瓜少儿美术,儿童配套,F4,短期波动,382,569003,5.3,17.7,1550,9,-0.8,2,7.9,27.9,145.2,0.0
2025-10,SHOP_072,南瓜少儿美术,儿童配套,F4,短期波动,382,596566,4.8,16.9,825,14,-3.9,1,7.9,28.1,145.6,0.0
2025-11,SHOP_072,南瓜少儿美术,儿童配套,F4,短期波动,382,602432,1.0,16.7,0,0,-8.7,2,8.0,28.1,146.0,0.0
2025-12,SHOP_072,南瓜少儿美术,儿童配套,F4,短期波动,382,639526,6.2,15.8,1140,9,-0.6,1,8.1,28.4,145.4,0.0
2026-01,SHOP_072,南瓜少儿美术,儿童配套,F4,短期波动,382,493925,-22.8,20.4,0,0,3.4,2,7.7,27.3,146.0,0.0
2026-02,SHOP_072,南瓜少儿美术,儿童配套,F4,短期波动,382,471611,-4.5,21.4,2047,10,3.3,1,7.6,27.2,145.0,0.0
2026-03,SHOP_072,南瓜少儿美术,儿童配套,F4,短期波动,382,536813,13.8,18.8,1396,17,-0.6,1,7.8,27.6,145.3,0.0
2026-04,SHOP_072,南瓜少儿美术,儿童配套,F4,短期波动,382,544314,1.4,18.5,0,0,-4.4,2,7.8,27.7,146.0,0.0
2026-05,SHOP_072,南瓜少儿美术,儿童配套,F4,短期波动,382,566369,4.1,17.8,1812,5,-3.2,2,7.9,27.8,145.1,0.0
2026-06,SHOP_072,南瓜少儿美术,儿童配套,F4,短期波动,382,520429,-8.1,19.4,0,0,4.9,2,7.8,27.5,146.0,0.0
2026-07,SHOP_072,南瓜少儿美术,儿童配套,F4,短期波动,382,560054,7.6,18.0,0,0,-2.0,2,7.9,27.8,146.0,0.0
2025-08,SHOP_073,星幕影城,主力店,B1,区域性下滑,842,4190661,0.0,22.4,2458,10,-0.2,2,5.3,13.9,143.5,0.0
2025-09,SHOP_073,星幕影城,主力店,B1,区域性下滑,842,4220760,0.7,22.3,0,0,-3.2,1,5.3,13.9,144.8,0.0
2025-10,SHOP_073,星幕影城,主力店,B1,区域性下滑,842,4337236,2.8,21.7,734,5,-3.0,1,5.3,13.9,144.4,0.0
2025-11,SHOP_073,星幕影城,主力店,B1,区域性下滑,842,4415482,1.8,21.3,0,0,-4.1,3,5.3,14.0,144.8,0.0
2025-12,SHOP_073,星幕影城,主力店,B1,区域性下滑,842,4717909,6.8,19.9,633,5,-8.2,3,5.4,14.1,144.4,0.0
2026-01,SHOP_073,星幕影城,主力店,B1,区域性下滑,842,3528920,-25.2,26.6,0,0,-4.0,3,5.1,13.6,144.8,0.0
2026-02,SHOP_073,星幕影城,主力店,B1,区域性下滑,842,3367197,-4.6,27.9,2188,5,-5.8,3,5.1,13.5,143.7,0.0
2026-03,SHOP_073,星幕影城,主力店,B1,区域性下滑,842,3747385,11.3,25.1,672,11,-2.7,2,5.2,13.7,144.4,0.0
2026-04,SHOP_073,星幕影城,主力店,B1,区域性下滑,842,3656373,-2.4,25.7,1779,21,-4.8,3,5.1,13.6,143.9,0.0
2026-05,SHOP_073,星幕影城,主力店,B1,区域性下滑,842,3726334,1.9,25.2,2477,31,-3.7,4,5.2,13.7,143.5,0.0
2026-06,SHOP_073,星幕影城,主力店,B1,区域性下滑,842,3444643,-7.6,27.3,306,39,-12.8,3,5.1,13.5,144.6,0.0
2026-07,SHOP_073,星幕影城,主力店,B1,区域性下滑,842,4270797,24.0,22.0,0,0,-18.0,4,5.3,13.9,144.8,0.0
2025-08,SHOP_074,悦购精品超市,主力店,F1,持续下滑,880,1817007,0.0,33.1,0,0,-1.8,3,7.6,11.6,89.1,0.0
2025-09,SHOP_074,悦购精品超市,主力店,F1,持续下滑,880,1806872,-0.6,33.3,1022,8,-1.1,5,7.6,11.5,88.6,0.0
2025-10,SHOP_074,悦购精品超市,主力店,F1,持续下滑,880,1884922,4.3,31.9,3502,17,-3.2,5,7.7,11.6,87.4,0.0
2025-11,SHOP_074,悦购精品超市,主力店,F1,持续下滑,880,1892777,0.4,31.8,2918,21,-1.5,5,7.7,11.6,87.7,0.0
2025-12,SHOP_074,悦购精品超市,主力店,F1,持续下滑,880,2002809,5.8,30.0,1301,26,-6.4,6,7.8,11.7,88.5,0.0
2026-01,SHOP_074,悦购精品超市,主力店,F1,持续下滑,880,1466203,-26.8,41.0,3401,33,-2.8,5,7.4,11.3,87.4,0.0
2026-02,SHOP_074,悦购精品超市,主力店,F1,持续下滑,880,1354564,-7.6,44.4,5698,37,-11.7,6,7.3,11.2,86.3,0.0
2026-03,SHOP_074,悦购精品超市,主力店,F1,持续下滑,880,1484960,9.6,40.5,4748,46,-14.1,7,7.4,11.3,86.8,0.0
2026-04,SHOP_074,悦购精品超市,主力店,F1,持续下滑,880,1499462,1.0,40.1,5602,50,-8.1,8,7.4,11.3,86.3,0.0
2026-05,SHOP_074,悦购精品超市,主力店,F1,持续下滑,880,1517705,1.2,39.6,4512,56,-14.4,6,7.4,11.3,86.9,0.0
2026-06,SHOP_074,悦购精品超市,主力店,F1,持续下滑,880,1359683,-10.4,44.2,5635,64,-14.1,8,7.3,11.2,86.3,0.0
2026-07,SHOP_074,悦购精品超市,主力店,F1,持续下滑,880,1861584,36.9,32.3,17707,23,-5.1,8,7.6,11.6,80.3,0.0
2025-08,SHOP_075,盒里鲜生,主力店,F5,健康,1370,3280441,0.0,20.6,0,0,6.3,1,17.5,21.3,98.5,0.0
2025-09,SHOP_075,盒里鲜生,主力店,F5,健康,1370,3416549,4.1,19.8,1690,4,1.2,1,17.6,21.4,97.6,0.0
2025-10,SHOP_075,盒里鲜生,主力店,F5,健康,1370,3657844,7.1,18.5,635,10,1.2,1,17.8,21.7,98.2,0.0
2025-11,SHOP_075,盒里鲜生,主力店,F5,健康,1370,3725235,1.8,18.2,1336,17,1.0,0,17.9,21.7,97.8,0.0
2025-12,SHOP_075,盒里鲜生,主力店,F5,健康,1370,3867458,3.8,17.5,1129,23,-2.5,1,18.0,21.9,97.9,0.0
2026-01,SHOP_075,盒里鲜生,主力店,F5,健康,1370,3100666,-19.8,21.8,0,14,2.9,1,17.3,21.2,98.5,0.0
2026-02,SHOP_075,盒里鲜生,主力店,F5,健康,1370,2923248,-5.7,23.1,1578,18,2.0,2,17.1,21.0,97.7,0.0
2026-03,SHOP_075,盒里鲜生,主力店,F5,健康,1370,3392222,16.0,19.9,0,5,6.0,2,17.6,21.4,98.5,0.0
2026-04,SHOP_075,盒里鲜生,主力店,F5,健康,1370,3525172,3.9,19.2,61,13,-1.1,2,17.7,21.5,98.4,0.0
2026-05,SHOP_075,盒里鲜生,主力店,F5,健康,1370,3547405,0.6,19.1,1132,23,2.7,3,17.7,21.6,97.9,0.0
2026-06,SHOP_075,盒里鲜生,主力店,F5,健康,1370,3399270,-4.2,19.9,925,27,-2.7,2,17.6,21.4,98.0,0.0
2026-07,SHOP_075,盒里鲜生,主力店,F5,健康,1370,3278541,-3.6,20.6,0,0,4.0,2,17.5,21.3,98.5,0.0
2025-08,SHOP_076,万家生活超市,主力店,B1,短期波动,780,2623000,0.0,20.3,0,0,-5.1,3,9.0,27.7,145.2,0.0
2025-09,SHOP_076,万家生活超市,主力店,B1,短期波动,780,2799080,6.7,19.0,1247,7,-2.7,3,9.1,27.9,144.6,0.0
2025-10,SHOP_076,万家生活超市,主力店,B1,短期波动,780,2839196,1.4,18.7,0,0,-3.8,2,9.1,28.0,145.2,0.0
2025-11,SHOP_076,万家生活超市,主力店,B1,短期波动,780,2997207,5.6,17.7,0,0,4.3,4,9.2,28.2,145.2,0.0
2025-12,SHOP_076,万家生活超市,主力店,B1,短期波动,780,3108226,3.7,17.1,505,7,0.5,4,9.2,28.4,145.0,0.0
2026-01,SHOP_076,万家生活超市,主力店,B1,短期波动,780,2463611,-20.7,21.6,1631,11,-4.5,4,8.9,27.4,144.4,0.0
2026-02,SHOP_076,万家生活超市,主力店,B1,短期波动,780,2298631,-6.7,23.1,1042,16,-7.2,5,8.8,27.2,144.7,0.0
2026-03,SHOP_076,万家生活超市,主力店,B1,短期波动,780,2602131,13.2,20.4,0,0,2.6,5,8.9,27.6,145.2,0.0
2026-04,SHOP_076,万家生活超市,主力店,B1,短期波动,780,2716000,4.4,19.6,2319,9,-0.2,4,9.0,27.8,144.1,0.0
2026-05,SHOP_076,万家生活超市,主力店,B1,短期波动,780,2690245,-0.9,19.8,556,13,-3.4,5,9.0,27.8,145.0,0.0
2026-06,SHOP_076,万家生活超市,主力店,B1,短期波动,780,2604542,-3.2,20.4,0,5,-6.6,5,8.9,27.6,145.2,0.0
2026-07,SHOP_076,万家生活超市,主力店,B1,短期波动,780,2721383,4.5,19.5,0,0,-0.1,5,9.0,27.8,145.2,0.0
2025-08,SHOP_077,云仓家居,主力店,F5,健康,1808,2543899,0.0,17.7,1914,7,5.6,1,20.6,24.2,112.8,0.0
2025-09,SHOP_077,云仓家居,主力店,F5,健康,1808,2632924,3.5,17.1,0,0,3.8,1,20.7,24.4,113.8,0.0
2025-10,SHOP_077,云仓家居,主力店,F5,健康,1808,2847321,8.1,15.8,1891,7,-3.4,1,21.0,24.6,112.9,0.0
2025-11,SHOP_077,云仓家居,主力店,F5,健康,1808,2935738,3.1,15.3,26,15,-1.3,0,21.2,24.7,113.8,0.0
2025-12,SHOP_077,云仓家居,主力店,F5,健康,1808,3136889,6.9,14.4,0,3,2.4,1,21.5,25.0,113.8,0.0
2026-01,SHOP_077,云仓家居,主力店,F5,健康,1808,2471772,-21.2,18.2,688,9,-0.1,0,20.5,24.1,113.5,0.0
2026-02,SHOP_077,云仓家居,主力店,F5,健康,1808,2357202,-4.6,19.1,0,0,1.8,1,20.3,24.0,113.8,0.0
2026-03,SHOP_077,云仓家居,主力店,F5,健康,1808,2657702,12.7,16.9,0,0,1.0,0,20.8,24.4,113.8,0.0
2026-04,SHOP_077,云仓家居,主力店,F5,健康,1808,2856892,7.5,15.8,0,0,1.5,1,21.1,24.6,113.8,0.0
2026-05,SHOP_077,云仓家居,主力店,F5,健康,1808,2933540,2.7,15.4,0,0,-4.8,1,21.2,24.7,113.8,0.0
2026-06,SHOP_077,云仓家居,主力店,F5,健康,1808,2831565,-3.5,15.9,933,9,2.1,1,21.0,24.6,113.3,0.0
2026-07,SHOP_077,云仓家居,主力店,F5,健康,1808,2623941,-7.3,17.2,0,0,5.0,1,20.7,24.3,113.8,0.0
2025-08,SHOP_078,乐享健身中心,主力店,F1,健康,1096,4414368,0.0,12.9,2197,7,-2.5,2,23.7,28.8,92.0,0.0
2025-09,SHOP_078,乐享健身中心,主力店,F1,健康,1096,4637990,5.1,12.3,2369,14,5.6,2,23.9,29.0,91.9,0.0
2025-10,SHOP_078,乐享健身中心,主力店,F1,健康,1096,4845072,4.5,11.7,0,0,4.6,1,24.1,29.2,93.1,0.0
2025-11,SHOP_078,乐享健身中心,主力店,F1,健康,1096,5184799,7.0,11.0,2090,4,6.0,1,24.5,29.5,92.0,0.0
2025-12,SHOP_078,乐享健身中心,主力店,F1,健康,1096,5423609,4.6,10.5,2141,12,1.7,1,24.7,29.7,92.0,0.0
2026-01,SHOP_078,乐享健身中心,主力店,F1,健康,1096,4335845,-20.1,13.1,1490,22,-2.4,3,23.6,28.7,92.3,0.0
2026-02,SHOP_078,乐享健身中心,主力店,F1,健康,1096,4063557,-6.3,14.0,0,4,-2.1,2,23.4,28.5,93.1,0.0
2026-03,SHOP_078,乐享健身中心,主力店,F1,健康,1096,4729753,16.4,12.0,0,0,-0.0,2,24.0,29.1,93.1,0.0
2026-04,SHOP_078,乐享健身中心,主力店,F1,健康,1096,4825391,2.0,11.8,0,0,-3.5,3,24.1,29.2,93.1,0.0
2026-05,SHOP_078,乐享健身中心,主力店,F1,健康,1096,4936133,2.3,11.5,0,0,-0.1,2,24.2,29.3,93.1,0.0
2026-06,SHOP_078,乐享健身中心,主力店,F1,健康,1096,4710053,-4.6,12.1,0,0,5.5,4,24.0,29.1,93.1,0.0
2026-07,SHOP_078,乐享健身中心,主力店,F1,健康,1096,4547538,-3.5,12.5,0,0,4.1,3,23.8,28.9,93.1,0.0
2025-08,SHOP_079,知新书城,主力店,F5,健康,1366,4440176,0.0,16.6,0,0,-2.3,1,21.3,32.7,113.0,0.0
2025-09,SHOP_079,知新书城,主力店,F5,健康,1366,4765843,7.3,15.5,1516,5,0.3,2,21.5,33.0,112.2,0.0
2025-10,SHOP_079,知新书城,主力店,F5,健康,1366,5031699,5.6,14.7,0,0,6.7,1,21.8,33.3,113.0,0.0
2025-11,SHOP_079,知新书城,主力店,F5,健康,1366,5302656,5.4,13.9,0,0,2.0,1,22.0,33.6,113.0,0.0
2025-12,SHOP_079,知新书城,主力店,F5,健康,1366,5494489,3.6,13.5,27,4,2.7,3,22.2,33.7,113.0,0.0
2026-01,SHOP_079,知新书城,主力店,F5,健康,1366,4354701,-20.7,17.0,0,0,1.7,2,21.2,32.6,113.0,0.0
2026-02,SHOP_079,知新书城,主力店,F5,健康,1366,4221388,-3.1,17.5,378,9,4.0,3,21.1,32.5,112.8,0.0
2026-03,SHOP_079,知新书城,主力店,F5,健康,1366,4571844,8.3,16.2,0,0,2.7,3,21.4,32.8,113.0,0.0
2026-04,SHOP_079,知新书城,主力店,F5,健康,1366,4871724,6.6,15.2,641,9,6.5,3,21.6,33.1,112.7,0.0
2026-05,SHOP_079,知新书城,主力店,F5,健康,1366,4968338,2.0,14.9,0,0,1.0,4,21.7,33.2,113.0,0.0
2026-06,SHOP_079,知新书城,主力店,F5,健康,1366,4800930,-3.4,15.4,0,0,-3.6,3,21.6,33.0,113.0,0.0
2026-07,SHOP_079,知新书城,主力店,F5,健康,1366,4546470,-5.3,16.3,0,0,5.8,3,21.4,32.8,113.0,0.0
2025-08,SHOP_080,极光电器,主力店,F5,短期波动,1384,3585307,0.0,15.5,1686,7,2.3,2,11.7,20.0,122.7,0.0
2025-09,SHOP_080,极光电器,主力店,F5,短期波动,1384,3611051,0.7,15.4,0,0,-3.3,1,11.7,20.0,123.6,0.0
